,G1,G2,G3,SP2_1,SP2_2,SP2_3,R1,R2,R3,SP1_1,SP1_2,SP1_3,NC,Time
103,28170.80225474008,27558.179288186984,27814.836967231167,18246.54471427832,18005.052959787245,17884.842431430858,3499.849246867755,3254.8071387449627,3273.589917132571,11222.259439530597,11158.605505802116,11298.193382131205,189.63730569948186,1040
104,28294.336170551273,27665.45849085392,27727.31544072431,18274.322555847393,18075.207511599605,17885.048296852918,3509.843184956692,3230.7127121181215,3258.7897892217547,11209.720785935884,11105.465466786949,11289.129444858798,190.27921406411582,1050
105,28212.900635937258,27615.711501678157,27647.494892230672,18279.67444408931,17957.96161494536,17817.67656718034,3505.1551612380485,3254.7334567594908,3246.447730897492,11137.460178216908,11058.382025232055,11211.230331538482,192.1487603305785,1060
106,28207.017543859653,27688.9847569744,27681.042070058087,18185.75508538789,17856.631656318303,17741.586791405996,3480.611675888989,3237.0753473278573,3240.131578947369,11102.319557282468,11104.573335570594,11201.116595492946,192.98245614035085,1070
107,28143.28128012339,27599.367270635605,27699.99413248841,18184.647665675817,17820.24797384862,17689.37048503612,3452.494316475786,3203.549335767164,3253.289473684211,10999.411279877546,10990.864515166768,11110.908185289722,192.98245614035085,1080
108,28207.321351330178,27629.846554670185,27719.895351205083,18134.302766285837,17866.413390633337,17762.24056874212,3464.3382510641623,3198.6769030703244,3220.717092660624,10998.813670204925,11012.903183398737,11112.972168777855,190.91847265221875,1090
109,28129.009185748295,27398.422044064697,27471.04037883416,18062.454357508,17725.17309729364,17605.431039032646,3431.981903557974,3183.275768475933,3194.1753071902976,10920.315741153001,10887.549052473823,10997.245851686183,187.82249742002062,1100
110,27898.55479227261,27315.53323367853,27280.60525851016,17968.843132251215,17512.840506558325,17439.966641293155,3412.3568826028163,3159.079273558336,3163.318943783748,10799.536216193901,10782.994212873216,10906.031470893044,191.55509783728112,1110
111,27984.53624564736,27338.114258048903,27343.76444792339,17891.59106927677,17520.01712042571,17371.13108403373,3394.41023473895,3147.8669172825266,3167.963661604893,10770.8648391029,10789.585597144216,10850.590107927634,192.38683127572017,1120
112,27924.57686906777,27434.96077559529,27359.867088131596,17972.51357794385,17541.481369616617,17411.645357852372,3379.3183753192766,3129.439063522707,3157.933595897712,10717.247776255907,10699.108025596732,10867.689637692989,195.07186858316223,1130
113,28130.65949596197,27433.62685536685,27442.775196165792,17897.2377741907,17577.42129618151,17433.763757922916,3398.059297841438,3136.245010927042,3155.4829950292296,10689.300982985564,10727.725509498274,10839.337937900566,190.96509240246408,1140
114,27815.88177923676,27276.04790419162,27101.184516213474,17706.789444868366,17388.214930829487,17213.206954846948,3318.950615515381,3083.136893633547,3106.9107756559915,10577.355093734102,10542.300492183336,10625.97959818069,190.6187624750499,1150
115,27953.56199843001,27276.125169016806,27217.12640293184,17719.63864478835,17331.576329541564,17048.043891009074,3322.1887557418177,3072.7900131939514,3103.006889446913,10461.687675569769,10510.137619497846,10598.557235580016,191.61676646706587,1160
116,28274.79259846457,27564.490869744503,27428.7427770075,18010.0557124082,17550.05219008366,17500.52289852891,3375.6576674644416,3124.1580094425326,3129.5645718559695,10659.13013053121,10702.61568896187,10770.548178413348,196.1184882533197,1170
117,28142.943887366182,27480.569259286454,27440.436264485346,17923.803861156906,17545.827885614668,17406.125442287197,3345.7933591255496,3103.8079119949225,3112.286495460302,10585.4589277219,10662.36312805778,10733.908486707567,197.34151329243355,1180
118,27719.81236334381,26980.58670390547,26968.328893102112,17583.87755651963,17224.233649965066,17034.482282651512,3275.4797807534337,3043.600575249421,3061.145243110625,10321.764641001077,10400.588523685145,10441.549584375707,193.419740777667,1190
119,27758.05454969709,27049.600737757883,26888.746324744694,17628.095418974157,17156.69185475536,17011.533822067806,3252.6108231351777,3025.8671858840034,3036.959688129204,10306.319780595315,10318.173586645155,10421.71151960086,194.22310756972112,1200
