,G1,G2,G3,SP2_1,SP2_2,SP2_3,R1,R2,R3,SP1_1,SP1_2,SP1_3,NC,Time
89,27617.679149806267,27177.425908635058,28288.151203119665,18955.44965885176,18570.35589469984,18261.898865320243,4182.678009475395,3933.8281045499216,3488.4347949482053,11691.166425084552,11489.202583941726,11839.077588063,195.47325102880657,900
90,27644.89412568306,27162.071241807582,28235.54635879853,18952.00463292944,18474.020126684063,18362.46468346529,4146.331472657527,3942.0518327115915,3487.081126322242,11666.958519622454,11480.54284174456,11792.559355568119,193.64754098360655,910
91,27496.709077328702,27043.722910316264,28084.115764203787,18877.51377204026,18408.285586199694,18258.135436049546,4124.099829762631,3896.4859868088565,3455.9798321698054,11541.848151786433,11379.171177673526,11688.636733807483,196.31901840490795,920
92,27138.47645288025,26585.805103653194,27727.038598555413,18487.436676798377,18147.682483562276,18024.042523127064,4048.2596062866855,3819.9378295551146,3394.4200746062456,11380.306256787337,11200.00921064751,11518.187262060143,195.5420466058764,930
93,27121.790982862774,26677.67887298024,27741.610505257402,18508.847589727688,18189.217758985204,18028.916302426398,4051.5202834899064,3822.37985502734,3398.922681186524,11329.265993727615,11193.590814237074,11480.227104564201,196.1577350859454,940
94,27504.359914065462,27078.650253587177,28022.410516312953,18839.510083412522,18440.606591694657,18221.79347166606,4080.4521615153517,3873.4138743256594,3454.3033361368102,11514.005430926927,11309.760861280489,11567.108968545655,195.12195121951217,950
95,27608.44867631449,27126.66511238515,28092.527217111972,18875.623530445868,18419.940904613988,18217.124796475437,4088.787495434648,3866.412596001286,3447.006533407816,11452.380107202443,11321.054847096695,11573.291453920241,197.96954314720813,960
96,27665.42815379568,27081.775315311927,28151.437047281608,18791.645666614506,18473.792320798166,18278.50556388164,4077.6345285624448,3857.019998165306,3431.7307812094223,11414.898936506013,11275.056748648867,11581.967092777775,199.79818365287588,970
97,27796.532517747688,27141.24023443608,28182.710302590232,18863.761071087352,18496.51708057091,18341.44727377356,4075.735942705454,3845.0297593993873,3444.364110023728,11463.932732703903,11244.00075893574,11564.321011845748,201.4098690835851,980
98,27590.666047567458,27069.846171132274,28133.09837612398,18846.05066295207,18514.68971620651,18294.768611670024,4066.7437926420985,3827.6565870040386,3427.595936148199,11429.422077016556,11253.785005112644,11495.251703457461,205.23138832997986,990
99,27662.926295345314,26931.42819210727,28003.69357515716,18815.222428174235,18481.95540783825,18266.780284201643,4046.352940199267,3821.784056142434,3430.3754943729296,11399.196787148594,11208.63802028925,11461.684733146667,200.8032128514056,1000
100,27759.97166904481,27161.125127713254,28164.400952129068,18959.949694535244,18611.821483655905,18370.65843560036,4036.8937105047567,3814.517489610773,3412.170375687964,11401.347692738045,11274.662070040125,11491.042823021206,204.02010050251258,1010
